text,label
minority లేక చనిపోతున్నాము,CRITICAL
minority 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర minority సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency minority needed urgently please help,CRITICAL
minority 3 నెలలుగా రాలేదు,HIGH
minority ఆపేసారు కారణం తెలియదు,HIGH
నా minority తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
minority stopped for months please help,HIGH
minority ఆలస్యం అవుతుంది,MEDIUM
minority సమస్య పరిష్కరించండి,MEDIUM
నా minority ఇంకా రాలేదు,MEDIUM
minority delay problem please solve,MEDIUM
minority కోసం దరఖాస్తు చేసాను,NORMAL
minority సమాచారం కావాలి,NORMAL
నా minority status తెలియజేయండి,NORMAL
requesting minority information,NORMAL
scheme లేక చనిపోతున్నాము,CRITICAL
scheme 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర scheme సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency scheme needed urgently please help,CRITICAL
scheme 3 నెలలుగా రాలేదు,HIGH
scheme ఆపేసారు కారణం తెలియదు,HIGH
నా scheme తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
scheme stopped for months please help,HIGH
scheme ఆలస్యం అవుతుంది,MEDIUM
scheme సమస్య పరిష్కరించండి,MEDIUM
నా scheme ఇంకా రాలేదు,MEDIUM
scheme delay problem please solve,MEDIUM
scheme కోసం దరఖాస్తు చేసాను,NORMAL
scheme సమాచారం కావాలి,NORMAL
నా scheme status తెలియజేయండి,NORMAL
requesting scheme information,NORMAL
scholarship లేక చనిపోతున్నాము,CRITICAL
scholarship 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర scholarship సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency scholarship needed urgently please help,CRITICAL
scholarship 3 నెలలుగా రాలేదు,HIGH
scholarship ఆపేసారు కారణం తెలియదు,HIGH
నా scholarship తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
scholarship stopped for months please help,HIGH
scholarship ఆలస్యం అవుతుంది,MEDIUM
scholarship సమస్య పరిష్కరించండి,MEDIUM
నా scholarship ఇంకా రాలేదు,MEDIUM
scholarship delay problem please solve,MEDIUM
scholarship కోసం దరఖాస్తు చేసాను,NORMAL
scholarship సమాచారం కావాలి,NORMAL
నా scholarship status తెలియజేయండి,NORMAL
requesting scholarship information,NORMAL
welfare లేక చనిపోతున్నాము,CRITICAL
welfare 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర welfare సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency welfare needed urgently please help,CRITICAL
welfare 3 నెలలుగా రాలేదు,HIGH
welfare ఆపేసారు కారణం తెలియదు,HIGH
నా welfare తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
welfare stopped for months please help,HIGH
welfare ఆలస్యం అవుతుంది,MEDIUM
welfare సమస్య పరిష్కరించండి,MEDIUM
నా welfare ఇంకా రాలేదు,MEDIUM
welfare delay problem please solve,MEDIUM
welfare కోసం దరఖాస్తు చేసాను,NORMAL
welfare సమాచారం కావాలి,NORMAL
నా welfare status తెలియజేయండి,NORMAL
requesting welfare information,NORMAL
subsidy లేక చనిపోతున్నాము,CRITICAL
subsidy 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర subsidy సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency subsidy needed urgently please help,CRITICAL
subsidy 3 నెలలుగా రాలేదు,HIGH
subsidy ఆపేసారు కారణం తెలియదు,HIGH
నా subsidy తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
subsidy stopped for months please help,HIGH
subsidy ఆలస్యం అవుతుంది,MEDIUM
subsidy సమస్య పరిష్కరించండి,MEDIUM
నా subsidy ఇంకా రాలేదు,MEDIUM
subsidy delay problem please solve,MEDIUM
subsidy కోసం దరఖాస్తు చేసాను,NORMAL
subsidy సమాచారం కావాలి,NORMAL
నా subsidy status తెలియజేయండి,NORMAL
requesting subsidy information,NORMAL
benefit లేక చనిపోతున్నాము,CRITICAL
benefit 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర benefit సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency benefit needed urgently please help,CRITICAL
benefit 3 నెలలుగా రాలేదు,HIGH
benefit ఆపేసారు కారణం తెలియదు,HIGH
నా benefit తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
benefit stopped for months please help,HIGH
benefit ఆలస్యం అవుతుంది,MEDIUM
benefit సమస్య పరిష్కరించండి,MEDIUM
నా benefit ఇంకా రాలేదు,MEDIUM
benefit delay problem please solve,MEDIUM
benefit కోసం దరఖాస్తు చేసాను,NORMAL
benefit సమాచారం కావాలి,NORMAL
నా benefit status తెలియజేయండి,NORMAL
requesting benefit information,NORMAL
నీరు లేక చనిపోతున్నాము,CRITICAL
నీరు 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర నీరు సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency నీరు needed urgently please help,CRITICAL
నీరు 3 నెలలుగా రాలేదు,HIGH
నీరు ఆపేసారు కారణం తెలియదు,HIGH
నా నీరు తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
నీరు stopped for months please help,HIGH
నీరు ఆలస్యం అవుతుంది,MEDIUM
నీరు సమస్య పరిష్కరించండి,MEDIUM
నా నీరు ఇంకా రాలేదు,MEDIUM
నీరు delay problem please solve,MEDIUM
నీరు కోసం దరఖాస్తు చేసాను,NORMAL
నీరు సమాచారం కావాలి,NORMAL
నా నీరు status తెలియజేయండి,NORMAL
requesting నీరు information,NORMAL
సరఫరా లేక చనిపోతున్నాము,CRITICAL
సరఫరా 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర సరఫరా సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency సరఫరా needed urgently please help,CRITICAL
సరఫరా 3 నెలలుగా రాలేదు,HIGH
సరఫరా ఆపేసారు కారణం తెలియదు,HIGH
నా సరఫరా తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
సరఫరా stopped for months please help,HIGH
సరఫరా ఆలస్యం అవుతుంది,MEDIUM
సరఫరా సమస్య పరిష్కరించండి,MEDIUM
నా సరఫరా ఇంకా రాలేదు,MEDIUM
సరఫరా delay problem please solve,MEDIUM
సరఫరా కోసం దరఖాస్తు చేసాను,NORMAL
సరఫరా సమాచారం కావాలి,NORMAL
నా సరఫరా status తెలియజేయండి,NORMAL
requesting సరఫరా information,NORMAL
కనెక్షన్ లేక చనిపోతున్నాము,CRITICAL
కనెక్షన్ 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర కనెక్షన్ సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency కనెక్షన్ needed urgently please help,CRITICAL
కనెక్షన్ 3 నెలలుగా రాలేదు,HIGH
కనెక్షన్ ఆపేసారు కారణం తెలియదు,HIGH
నా కనెక్షన్ తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
కనెక్షన్ stopped for months please help,HIGH
కనెక్షన్ ఆలస్యం అవుతుంది,MEDIUM
కనెక్షన్ సమస్య పరిష్కరించండి,MEDIUM
నా కనెక్షన్ ఇంకా రాలేదు,MEDIUM
కనెక్షన్ delay problem please solve,MEDIUM
కనెక్షన్ కోసం దరఖాస్తు చేసాను,NORMAL
కనెక్షన్ సమాచారం కావాలి,NORMAL
నా కనెక్షన్ status తెలియజేయండి,NORMAL
requesting కనెక్షన్ information,NORMAL
కుళాయి లేక చనిపోతున్నాము,CRITICAL
కుళాయి 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర కుళాయి సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency కుళాయి needed urgently please help,CRITICAL
కుళాయి 3 నెలలుగా రాలేదు,HIGH
కుళాయి ఆపేసారు కారణం తెలియదు,HIGH
నా కుళాయి తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
కుళాయి stopped for months please help,HIGH
కుళాయి ఆలస్యం అవుతుంది,MEDIUM
కుళాయి సమస్య పరిష్కరించండి,MEDIUM
నా కుళాయి ఇంకా రాలేదు,MEDIUM
కుళాయి delay problem please solve,MEDIUM
కుళాయి కోసం దరఖాస్తు చేసాను,NORMAL
కుళాయి సమాచారం కావాలి,NORMAL
నా కుళాయి status తెలియజేయండి,NORMAL
requesting కుళాయి information,NORMAL
పైప్‌లైన్ లేక చనిపోతున్నాము,CRITICAL
పైప్‌లైన్ 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర పైప్‌లైన్ సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency పైప్‌లైన్ needed urgently please help,CRITICAL
పైప్‌లైన్ 3 నెలలుగా రాలేదు,HIGH
పైప్‌లైన్ ఆపేసారు కారణం తెలియదు,HIGH
నా పైప్‌లైన్ తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
పైప్‌లైన్ stopped for months please help,HIGH
పైప్‌లైన్ ఆలస్యం అవుతుంది,MEDIUM
పైప్‌లైన్ సమస్య పరిష్కరించండి,MEDIUM
నా పైప్‌లైన్ ఇంకా రాలేదు,MEDIUM
పైప్‌లైన్ delay problem please solve,MEDIUM
పైప్‌లైన్ కోసం దరఖాస్తు చేసాను,NORMAL
పైప్‌లైన్ సమాచారం కావాలి,NORMAL
నా పైప్‌లైన్ status తెలియజేయండి,NORMAL
requesting పైప్‌లైన్ information,NORMAL
కొరత లేక చనిపోతున్నాము,CRITICAL
కొరత 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర కొరత సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency కొరత needed urgently please help,CRITICAL
కొరత 3 నెలలుగా రాలేదు,HIGH
కొరత ఆపేసారు కారణం తెలియదు,HIGH
నా కొరత తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
కొరత stopped for months please help,HIGH
కొరత ఆలస్యం అవుతుంది,MEDIUM
కొరత సమస్య పరిష్కరించండి,MEDIUM
నా కొరత ఇంకా రాలేదు,MEDIUM
కొరత delay problem please solve,MEDIUM
కొరత కోసం దరఖాస్తు చేసాను,NORMAL
కొరత సమాచారం కావాలి,NORMAL
నా కొరత status తెలియజేయండి,NORMAL
requesting కొరత information,NORMAL
నాణ్యత లేక చనిపోతున్నాము,CRITICAL
నాణ్యత 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర నాణ్యత సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency నాణ్యత needed urgently please help,CRITICAL
నాణ్యత 3 నెలలుగా రాలేదు,HIGH
నాణ్యత ఆపేసారు కారణం తెలియదు,HIGH
నా నాణ్యత తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
నాణ్యత stopped for months please help,HIGH
నాణ్యత ఆలస్యం అవుతుంది,MEDIUM
నాణ్యత సమస్య పరిష్కరించండి,MEDIUM
నా నాణ్యత ఇంకా రాలేదు,MEDIUM
నాణ్యత delay problem please solve,MEDIUM
నాణ్యత కోసం దరఖాస్తు చేసాను,NORMAL
నాణ్యత సమాచారం కావాలి,NORMAL
నా నాణ్యత status తెలియజేయండి,NORMAL
requesting నాణ్యత information,NORMAL
water లేక చనిపోతున్నాము,CRITICAL
water 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర water సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency water needed urgently please help,CRITICAL
water 3 నెలలుగా రాలేదు,HIGH
water ఆపేసారు కారణం తెలియదు,HIGH
నా water తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
water stopped for months please help,HIGH
water ఆలస్యం అవుతుంది,MEDIUM
water సమస్య పరిష్కరించండి,MEDIUM
నా water ఇంకా రాలేదు,MEDIUM
water delay problem please solve,MEDIUM
water కోసం దరఖాస్తు చేసాను,NORMAL
water సమాచారం కావాలి,NORMAL
నా water status తెలియజేయండి,NORMAL
requesting water information,NORMAL
supply లేక చనిపోతున్నాము,CRITICAL
supply 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర supply సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency supply needed urgently please help,CRITICAL
supply 3 నెలలుగా రాలేదు,HIGH
supply ఆపేసారు కారణం తెలియదు,HIGH
నా supply తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
supply stopped for months please help,HIGH
supply ఆలస్యం అవుతుంది,MEDIUM
supply సమస్య పరిష్కరించండి,MEDIUM
నా supply ఇంకా రాలేదు,MEDIUM
supply delay problem please solve,MEDIUM
supply కోసం దరఖాస్తు చేసాను,NORMAL
supply సమాచారం కావాలి,NORMAL
నా supply status తెలియజేయండి,NORMAL
requesting supply information,NORMAL
connection లేక చనిపోతున్నాము,CRITICAL
connection 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర connection సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency connection needed urgently please help,CRITICAL
connection 3 నెలలుగా రాలేదు,HIGH
connection ఆపేసారు కారణం తెలియదు,HIGH
నా connection తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
connection stopped for months please help,HIGH
connection ఆలస్యం అవుతుంది,MEDIUM
connection సమస్య పరిష్కరించండి,MEDIUM
నా connection ఇంకా రాలేదు,MEDIUM
connection delay problem please solve,MEDIUM
connection కోసం దరఖాస్తు చేసాను,NORMAL
connection సమాచారం కావాలి,NORMAL
నా connection status తెలియజేయండి,NORMAL
requesting connection information,NORMAL
tap లేక చనిపోతున్నాము,CRITICAL
tap 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర tap సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency tap needed urgently please help,CRITICAL
tap 3 నెలలుగా రాలేదు,HIGH
tap ఆపేసారు కారణం తెలియదు,HIGH
నా tap తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
tap stopped for months please help,HIGH
tap ఆలస్యం అవుతుంది,MEDIUM
tap సమస్య పరిష్కరించండి,MEDIUM
నా tap ఇంకా రాలేదు,MEDIUM
tap delay problem please solve,MEDIUM
tap కోసం దరఖాస్తు చేసాను,NORMAL
tap సమాచారం కావాలి,NORMAL
నా tap status తెలియజేయండి,NORMAL
requesting tap information,NORMAL
pipeline లేక చనిపోతున్నాము,CRITICAL
pipeline 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర pipeline సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency pipeline needed urgently please help,CRITICAL
pipeline 3 నెలలుగా రాలేదు,HIGH
pipeline ఆపేసారు కారణం తెలియదు,HIGH
నా pipeline తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
pipeline stopped for months please help,HIGH
pipeline ఆలస్యం అవుతుంది,MEDIUM
pipeline సమస్య పరిష్కరించండి,MEDIUM
నా pipeline ఇంకా రాలేదు,MEDIUM
pipeline delay problem please solve,MEDIUM
pipeline కోసం దరఖాస్తు చేసాను,NORMAL
pipeline సమాచారం కావాలి,NORMAL
నా pipeline status తెలియజేయండి,NORMAL
requesting pipeline information,NORMAL
shortage లేక చనిపోతున్నాము,CRITICAL
shortage 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర shortage సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency shortage needed urgently please help,CRITICAL
shortage 3 నెలలుగా రాలేదు,HIGH
shortage ఆపేసారు కారణం తెలియదు,HIGH
నా shortage తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
shortage stopped for months please help,HIGH
shortage ఆలస్యం అవుతుంది,MEDIUM
shortage సమస్య పరిష్కరించండి,MEDIUM
నా shortage ఇంకా రాలేదు,MEDIUM
shortage delay problem please solve,MEDIUM
shortage కోసం దరఖాస్తు చేసాను,NORMAL
shortage సమాచారం కావాలి,NORMAL
నా shortage status తెలియజేయండి,NORMAL
requesting shortage information,NORMAL
quality లేక చనిపోతున్నాము,CRITICAL
quality 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర quality సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency quality needed urgently please help,CRITICAL
quality 3 నెలలుగా రాలేదు,HIGH
quality ఆపేసారు కారణం తెలియదు,HIGH
నా quality తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
quality stopped for months please help,HIGH
quality ఆలస్యం అవుతుంది,MEDIUM
quality సమస్య పరిష్కరించండి,MEDIUM
నా quality ఇంకా రాలేదు,MEDIUM
quality delay problem please solve,MEDIUM
quality కోసం దరఖాస్తు చేసాను,NORMAL
quality సమాచారం కావాలి,NORMAL
నా quality status తెలియజేయండి,NORMAL
requesting quality information,NORMAL
డ్రైనేజీ లేక చనిపోతున్నాము,CRITICAL
డ్రైనేజీ 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర డ్రైనేజీ సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency డ్రైనేజీ needed urgently please help,CRITICAL
డ్రైనేజీ 3 నెలలుగా రాలేదు,HIGH
డ్రైనేజీ ఆపేసారు కారణం తెలియదు,HIGH
నా డ్రైనేజీ తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
డ్రైనేజీ stopped for months please help,HIGH
డ్రైనేజీ ఆలస్యం అవుతుంది,MEDIUM
డ్రైనేజీ సమస్య పరిష్కరించండి,MEDIUM
నా డ్రైనేజీ ఇంకా రాలేదు,MEDIUM
డ్రైనేజీ delay problem please solve,MEDIUM
డ్రైనేజీ కోసం దరఖాస్తు చేసాను,NORMAL
డ్రైనేజీ సమాచారం కావాలి,NORMAL
నా డ్రైనేజీ status తెలియజేయండి,NORMAL
requesting డ్రైనేజీ information,NORMAL
మురుగునీరు లేక చనిపోతున్నాము,CRITICAL
మురుగునీరు 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర మురుగునీరు సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency మురుగునీరు needed urgently please help,CRITICAL
మురుగునీరు 3 నెలలుగా రాలేదు,HIGH
మురుగునీరు ఆపేసారు కారణం తెలియదు,HIGH
నా మురుగునీరు తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
మురుగునీరు stopped for months please help,HIGH
మురుగునీరు ఆలస్యం అవుతుంది,MEDIUM
మురుగునీరు సమస్య పరిష్కరించండి,MEDIUM
నా మురుగునీరు ఇంకా రాలేదు,MEDIUM
మురుగునీరు delay problem please solve,MEDIUM
మురుగునీరు కోసం దరఖాస్తు చేసాను,NORMAL
మురుగునీరు సమాచారం కావాలి,NORMAL
నా మురుగునీరు status తెలియజేయండి,NORMAL
requesting మురుగునీరు information,NORMAL
అడ్డుకట్ట లేక చనిపోతున్నాము,CRITICAL
అడ్డుకట్ట 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర అడ్డుకట్ట సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency అడ్డుకట్ట needed urgently please help,CRITICAL
అడ్డుకట్ట 3 నెలలుగా రాలేదు,HIGH
అడ్డుకట్ట ఆపేసారు కారణం తెలియదు,HIGH
నా అడ్డుకట్ట తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
అడ్డుకట్ట stopped for months please help,HIGH
అడ్డుకట్ట ఆలస్యం అవుతుంది,MEDIUM
అడ్డుకట్ట సమస్య పరిష్కరించండి,MEDIUM
నా అడ్డుకట్ట ఇంకా రాలేదు,MEDIUM
అడ్డుకట్ట delay problem please solve,MEDIUM
అడ్డుకట్ట కోసం దరఖాస్తు చేసాను,NORMAL
అడ్డుకట్ట సమాచారం కావాలి,NORMAL
నా అడ్డుకట్ట status తెలియజేయండి,NORMAL
requesting అడ్డుకట్ట information,NORMAL
పొంగిపొర్లడం లేక చనిపోతున్నాము,CRITICAL
పొంగిపొర్లడం 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర పొంగిపొర్లడం సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency పొంగిపొర్లడం needed urgently please help,CRITICAL
పొంగిపొర్లడం 3 నెలలుగా రాలేదు,HIGH
పొంగిపొర్లడం ఆపేసారు కారణం తెలియదు,HIGH
నా పొంగిపొర్లడం తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
పొంగిపొర్లడం stopped for months please help,HIGH
పొంగిపొర్లడం ఆలస్యం అవుతుంది,MEDIUM
పొంగిపొర్లడం సమస్య పరిష్కరించండి,MEDIUM
నా పొంగిపొర్లడం ఇంకా రాలేదు,MEDIUM
పొంగిపొర్లడం delay problem please solve,MEDIUM
పొంగిపొర్లడం కోసం దరఖాస్తు చేసాను,NORMAL
పొంగిపొర్లడం సమాచారం కావాలి,NORMAL
నా పొంగిపొర్లడం status తెలియజేయండి,NORMAL
requesting పొంగిపొర్లడం information,NORMAL
పారిశుధ్యం లేక చనిపోతున్నాము,CRITICAL
పారిశుధ్యం 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర పారిశుధ్యం సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency పారిశుధ్యం needed urgently please help,CRITICAL
పారిశుధ్యం 3 నెలలుగా రాలేదు,HIGH
పారిశుధ్యం ఆపేసారు కారణం తెలియదు,HIGH
నా పారిశుధ్యం తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
పారిశుధ్యం stopped for months please help,HIGH
పారిశుధ్యం ఆలస్యం అవుతుంది,MEDIUM
పారిశుధ్యం సమస్య పరిష్కరించండి,MEDIUM
నా పారిశుధ్యం ఇంకా రాలేదు,MEDIUM
పారిశుధ్యం delay problem please solve,MEDIUM
పారిశుధ్యం కోసం దరఖాస్తు చేసాను,NORMAL
పారిశుధ్యం సమాచారం కావాలి,NORMAL
నా పారిశుధ్యం status తెలియజేయండి,NORMAL
requesting పారిశుధ్యం information,NORMAL
శుభ్రపరచడం లేక చనిపోతున్నాము,CRITICAL
శుభ్రపరచడం 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర శుభ్రపరచడం సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency శుభ్రపరచడం needed urgently please help,CRITICAL
శుభ్రపరచడం 3 నెలలుగా రాలేదు,HIGH
శుభ్రపరచడం ఆపేసారు కారణం తెలియదు,HIGH
నా శుభ్రపరచడం తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
శుభ్రపరచడం stopped for months please help,HIGH
శుభ్రపరచడం ఆలస్యం అవుతుంది,MEDIUM
శుభ్రపరచడం సమస్య పరిష్కరించండి,MEDIUM
నా శుభ్రపరచడం ఇంకా రాలేదు,MEDIUM
శుభ్రపరచడం delay problem please solve,MEDIUM
శుభ్రపరచడం కోసం దరఖాస్తు చేసాను,NORMAL
శుభ్రపరచడం సమాచారం కావాలి,NORMAL
నా శుభ్రపరచడం status తెలియజేయండి,NORMAL
requesting శుభ్రపరచడం information,NORMAL
drainage లేక చనిపోతున్నాము,CRITICAL
drainage 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర drainage సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency drainage needed urgently please help,CRITICAL
drainage 3 నెలలుగా రాలేదు,HIGH
drainage ఆపేసారు కారణం తెలియదు,HIGH
నా drainage తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
drainage stopped for months please help,HIGH
drainage ఆలస్యం అవుతుంది,MEDIUM
drainage సమస్య పరిష్కరించండి,MEDIUM
నా drainage ఇంకా రాలేదు,MEDIUM
drainage delay problem please solve,MEDIUM
drainage కోసం దరఖాస్తు చేసాను,NORMAL
drainage సమాచారం కావాలి,NORMAL
నా drainage status తెలియజేయండి,NORMAL
requesting drainage information,NORMAL
sewerage లేక చనిపోతున్నాము,CRITICAL
sewerage 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర sewerage సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency sewerage needed urgently please help,CRITICAL
sewerage 3 నెలలుగా రాలేదు,HIGH
sewerage ఆపేసారు కారణం తెలియదు,HIGH
నా sewerage తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
sewerage stopped for months please help,HIGH
sewerage ఆలస్యం అవుతుంది,MEDIUM
sewerage సమస్య పరిష్కరించండి,MEDIUM
నా sewerage ఇంకా రాలేదు,MEDIUM
sewerage delay problem please solve,MEDIUM
sewerage కోసం దరఖాస్తు చేసాను,NORMAL
sewerage సమాచారం కావాలి,NORMAL
నా sewerage status తెలియజేయండి,NORMAL
requesting sewerage information,NORMAL
blockage లేక చనిపోతున్నాము,CRITICAL
blockage 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర blockage సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency blockage needed urgently please help,CRITICAL
blockage 3 నెలలుగా రాలేదు,HIGH
blockage ఆపేసారు కారణం తెలియదు,HIGH
నా blockage తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
blockage stopped for months please help,HIGH
blockage ఆలస్యం అవుతుంది,MEDIUM
blockage సమస్య పరిష్కరించండి,MEDIUM
నా blockage ఇంకా రాలేదు,MEDIUM
blockage delay problem please solve,MEDIUM
blockage కోసం దరఖాస్తు చేసాను,NORMAL
blockage సమాచారం కావాలి,NORMAL
నా blockage status తెలియజేయండి,NORMAL
requesting blockage information,NORMAL
overflow లేక చనిపోతున్నాము,CRITICAL
overflow 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర overflow సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency overflow needed urgently please help,CRITICAL
overflow 3 నెలలుగా రాలేదు,HIGH
overflow ఆపేసారు కారణం తెలియదు,HIGH
నా overflow తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
overflow stopped for months please help,HIGH
overflow ఆలస్యం అవుతుంది,MEDIUM
overflow సమస్య పరిష్కరించండి,MEDIUM
నా overflow ఇంకా రాలేదు,MEDIUM
overflow delay problem please solve,MEDIUM
overflow కోసం దరఖాస్తు చేసాను,NORMAL
overflow సమాచారం కావాలి,NORMAL
